"","MoYr","R_calc","Species","Treatment","Site","a.mean","b.mean","c.mean","rdref.mean","q10.mean","LMA_g.m2.mean","Narea.mean","Nmass..g.N.kg.1..mean","a.std.error","b.std.error","c.std.error","rdref.std.error","q10.std.error","LMA_g.m2.std.error","Narea.std.error","Nmass..g.N.kg.1..std.error"
"1",2019-10-01,"R.area","G","C","BM",-1.30613288378089,0.0267722628648084,0.000830289254453705,0.893150996675408,1.98626298870798,253.02465,4.18069955333333,16.7116666666667,0.262104443372973,0.0182793533654311,0.000292668348635023,0.0385893218552571,0.0723376138544109,13.5264706921589,0.229907889939979,1.1501982920832
"2",2019-10-01,"R.area","G","C","NM",-1.46382796283387,0.0419529909239138,0.000558973401189831,0.949322435210311,2.03753798783173,251.032825,3.4603213675,13.8225,0.540674584420984,0.0300100024691872,0.000415687919041047,0.0932667476780925,0.184047886870736,5.22622270883012,0.224725668579096,0.947517589986241
"3",2019-10-01,"R.area","G","W","BM",-1.15029414106647,0.0232215545131576,0.00081298538810131,0.945355973125333,1.91239149735488,277.18,4.39635372333333,16.0316666666667,0.346496607043388,0.0238220065487234,0.000421098946947018,0.0424539708947594,0.119014673244134,8.29622058092318,0.273719491079823,1.37908041019289
"4",2019-10-01,"R.area","G","W","NM",-1.25616130426197,0.0430656517878701,0.000321058479663908,1.04249663267717,1.84791298439272,203.9785,2.98432804666667,15.93,0.592644969693406,0.020780522735714,0.000106689612054265,0.149014508981679,0.265611571136845,40.0155137497113,0.127372914373844,3.30932520815548
"5",2019-10-01,"R.area","M","C","BM",-1.59797431408934,0.0982635492899349,-0.000565245827990173,1.6766550914365,2.0141553150737,144.770566666667,2.01871564666667,13.9066666666667,0.184047445762619,0.00505285826920452,8.2414573193203e-05,0.179054774366172,0.0276870299202013,14.1205192437971,0.204504892323901,0.0536449231314367
"6",2019-10-01,"R.area","M","C","NM",-1.37355595833852,0.0846741526358853,-0.000440896727855027,1.61610984289455,1.87385758712561,165.068666666667,2.17435378,13.27,0.141895702408135,0.0120209843646904,0.000191894768627108,0.110669061562115,0.0491500912086306,7.58647272389774,0.114073263697709,0.752630940988565
"7",2019-10-01,"R.area","M","W","BM",-1.34142877104703,0.0740748580224986,-0.000180214612863432,1.49892849607047,1.917505398554,153.02982,2.270731244,15.19,0.139508614918844,0.00656217440614656,0.000104444649866131,0.0898598768449233,0.0263266322008117,9.60337548585913,0.12527191368536,1.56242119801288
"8",2019-10-01,"R.area","M","W","NM",-1.42574738996733,0.0926529436522948,-0.000575568257312901,1.79664875193711,1.90269106818582,167.82155,2.3770036525,14.1775,0.339411988348682,0.0142656820675307,0.000190585348087673,0.372566891233862,0.104219223342588,24.9610248582832,0.386674098784772,0.719691774303416
"9",2019-10-01,"R.mass","G","C","BM",0.0758921955710637,0.0267722628648085,0.000830289254453702,3.60537386834096,1.98626298870798,253.02465,4.18069955333333,16.7116666666667,0.245793744313865,0.0182793533654311,0.000292668348635023,0.334084848682343,0.0723376138544109,13.5264706921589,0.229907889939979,1.1501982920832
"10",2019-10-01,"R.mass","G","C","NM",-0.0810153650332097,0.0419529909239138,0.00055897340118983,3.79670706881232,2.03753798783173,251.032825,3.4603213675,13.8225,0.545504823735919,0.0300100024691871,0.000415687919041046,0.41300868154785,0.184047886870736,5.22622270883012,0.224725668579096,0.947517589986241
"11",2019-10-01,"R.mass","G","W","BM",0.135089219623712,0.0232215545131576,0.00081298538810131,3.44107114796727,1.91239149735488,277.18,4.39635372333333,16.0316666666667,0.355600820015084,0.0238220065487234,0.000421098946947018,0.23643359773651,0.119014673244136,8.29622058092318,0.273719491079823,1.37908041019289
"12",2019-10-01,"R.mass","G","W","NM",0.379983445708072,0.0430656517878701,0.000321058479663908,5.62810844188186,1.84791298439272,203.9785,2.98432804666667,15.93,0.598586734062483,0.020780522735714,0.000106689612054265,1.43015480481601,0.265611571136845,40.0155137497113,0.127372914373844,3.30932520815548
"13",2019-10-01,"R.mass","M","C","BM",0.344183248048858,0.0982635492899349,-0.000565245827990172,11.560352084997,2.0141553150737,144.770566666667,2.01871564666667,13.9066666666667,0.0862430956120268,0.00505285826920463,8.24145731932042e-05,0.108419679412611,0.0276870299202013,14.1205192437971,0.204504892323901,0.0536449231314367
"14",2019-10-01,"R.mass","M","C","NM",0.43322398861609,0.0846741526358855,-0.000440896727855031,9.82563802935067,1.87385758712561,165.068666666667,2.17435378,13.27,0.179877467071639,0.0120209843646904,0.000191894768627108,0.625920023576384,0.0491500912086306,7.58647272389774,0.114073263697709,0.752630940988565
"15",2019-10-01,"R.mass","M","W","BM",0.54414559255439,0.0740748580224986,-0.000180214612863432,9.86491253270322,1.917505398554,153.02982,2.270731244,15.19,0.131189373086436,0.0065621744061465,0.00010444464986613,0.502334743381886,0.0263266322008127,9.60337548585913,0.12527191368536,1.56242119801288
"16",2019-10-01,"R.mass","M","W","NM",0.39067939470809,0.092652943652295,-0.000575568257312903,10.5157369918074,1.90269106818582,167.82155,2.3770036525,14.1775,0.253984385643567,0.0142656820675307,0.000190585348087673,0.648317182382641,0.104219223342588,24.9610248582832,0.386674098784772,0.719691774303416
"17",2019-12-01,"R.area","G","C","BM",-1.07055862506107,0.0243293134440698,0.000860013021308453,1.0809588983137,1.96504682899061,245.782733333333,NA,NA,0.187347627546637,0.012393230322513,0.000194769960764352,0.0348999191319919,0.0579743173329377,13.9559693939348,NA,NA
"18",2019-12-01,"R.area","G","C","NM",-2.2363867178723,0.07553280017103,0.00010940018565226,0.765721119968546,2.25406151146416,246.42135,NA,NA,0.192862716731694,0.0128013432234468,0.000215477638442515,0.0538749187949109,0.0749647501748113,7.85322057713692,NA,NA
"19",2019-12-01,"R.area","G","W","BM",-1.14363187155209,0.0301861397890954,0.000783397062651666,1.10666564456729,2.00304412613791,260.940933333333,NA,NA,0.141735424356608,0.00902231919083418,0.000145155030588831,0.018640632309614,0.0425464128235555,7.26251332141827,NA,NA
"20",2019-12-01,"R.area","G","W","NM",-2.09341451988581,0.0789437659513919,7.87166185010953e-05,0.954595006076273,2.31139293564007,229.114216666667,NA,NA,0.276607013783599,0.015693017703689,0.000196910310568412,0.0936461021291089,0.129643182515199,14.8515128767053,NA,NA
"21",2019-12-01,"R.area","M","C","BM",-1.58614358382675,0.102955773095081,-0.000719423931478935,1.75608496853491,1.95544629093676,124.487566666667,NA,NA,0.169396981145628,0.00911184889372941,0.000157171159114986,0.183051759462913,0.034062487860308,7.20208554784268,NA,NA
"22",2019-12-01,"R.area","M","C","NM",-1.40492160289783,0.0780349214434088,-0.000264563349169273,1.52332781378966,1.92022552284084,145.947233333333,NA,NA,0.234304824484491,0.0185227910573916,0.000300507991268035,0.187361405055404,0.0800952773720533,10.4985471265843,NA,NA
"23",2019-12-01,"R.area","M","W","BM",-1.27636693947876,0.0752617553368108,-0.000304453899410301,1.53217116783557,1.82422131671719,118.601001666667,NA,NA,0.10569792034506,0.00690496358557963,0.000109066900920431,0.102868995086372,0.0324190662546228,6.81757877567514,NA,NA
